3.033333333333332327e+00,0.000000000000000000e+00
3.066666666666667318e+00,0.000000000000000000e+00
3.100000000000000089e+00,0.000000000000000000e+00
3.133333333333332860e+00,1.654400000000000093e+00
3.166666666666666075e+00,4.743800000000000239e+00
3.200000000000000178e+00,1.139710000000000001e+01
3.233333333333332948e+00,1.610099999999999909e+01
3.266666666666666163e+00,1.485130000000000017e+01
3.299999999999999822e+00,6.773299999999999876e+00
3.333333333333332593e+00,0.000000000000000000e+00
3.366666666666665808e+00,3.355300000000000171e+00
3.399999999999999911e+00,1.859380000000000166e+01
3.433333333333332238e+00,3.724020000000000152e+01
3.466666666666667229e+00,4.860799999999999699e+01
3.500000000000000000e+00,4.183370000000000033e+01
3.533333333333332327e+00,2.349709999999999965e+01
3.566666666666667318e+00,7.290899999999998826e+00
3.600000000000000089e+00,0.000000000000000000e+00
3.633333333333332860e+00,3.285800000000000054e+00
3.666666666666665630e+00,1.171080000000000076e+01
3.700000000000000178e+00,1.584650000000000070e+01
3.733333333333332948e+00,1.221560000000000024e+01
3.766666666666665719e+00,5.246000000000000441e+00
3.799999999999999822e+00,1.657599999999999962e+00
3.833333333333332593e+00,0.000000000000000000e+00
3.866666666666665808e+00,0.000000000000000000e+00
3.899999999999999911e+00,0.000000000000000000e+00
3.933333333333332682e+00,1.955200000000000049e+00
3.966666666666665453e+00,5.945999999999999730e+00
4.000000000000000000e+00,1.343500000000000050e+01
4.033333333333333215e+00,1.734519999999999840e+01
4.066666666666665542e+00,1.290109999999999957e+01
4.099999999999999645e+00,3.501900000000000013e+00
4.133333333333334636e+00,0.000000000000000000e+00
4.166666666666665186e+00,7.623000000000000220e+00
4.200000000000000178e+00,2.597830000000000084e+01
4.233333333333332504e+00,4.401100000000000279e+01
4.266666666666665719e+00,4.903540000000000276e+01
4.299999999999999822e+00,3.892170000000000130e+01
4.333333333333333037e+00,2.024350000000000094e+01
4.366666666666665364e+00,3.377499999999999947e+00
4.400000000000000355e+00,0.000000000000000000e+00
4.433333333333334458e+00,6.180699999999999861e+00
4.466666666666665897e+00,1.357520000000000060e+01
4.500000000000000000e+00,1.487129999999999974e+01
4.533333333333333215e+00,1.099970000000000070e+01
4.566666666666665542e+00,4.308600000000000207e+00
4.599999999999999645e+00,5.767999999999999794e-01
4.633333333333334636e+00,0.000000000000000000e+00
4.666666666666665186e+00,0.000000000000000000e+00
4.700000000000000178e+00,0.000000000000000000e+00
4.733333333333331616e+00,2.648299999999999876e+00
4.766666666666665719e+00,7.871500000000000163e+00
4.799999999999999822e+00,1.461350000000000016e+01
4.833333333333332149e+00,1.729489999999999839e+01
4.866666666666665364e+00,1.119989999999999952e+01
4.900000000000000355e+00,2.562399999999999789e+00
4.933333333333334458e+00,3.711999999999999744e-01
4.966666666666665897e+00,1.070780000000000065e+01
5.000000000000000000e+00,2.935770000000000124e+01
5.033333333333332327e+00,4.486520000000000152e+01
5.066666666666665542e+00,4.710730000000000217e+01
5.099999999999999645e+00,3.354030000000000200e+01
5.133333333333334636e+00,1.382019999999999982e+01
5.166666666666665186e+00,1.951999999999999957e+00
5.200000000000000178e+00,1.596799999999999997e+00
5.233333333333331616e+00,8.343899999999997874e+00
5.266666666666665719e+00,1.443210000000000015e+01
5.299999999999999822e+00,1.444730000000000025e+01
5.333333333333332149e+00,9.556400000000000006e+00
5.366666666666665364e+00,3.218300000000000161e+00
5.400000000000000355e+00,0.000000000000000000e+00
5.433333333333334458e+00,0.000000000000000000e+00
5.466666666666665897e+00,0.000000000000000000e+00
5.500000000000000000e+00,0.000000000000000000e+00
5.533333333333332327e+00,3.171400000000000219e+00
5.566666666666665542e+00,9.880499999999999616e+00
5.599999999999999645e+00,1.603369999999999962e+01
5.633333333333334636e+00,1.560350000000000037e+01
5.666666666666665186e+00,9.063000000000000611e+00
5.700000000000000178e+00,1.257600000000000051e+00
5.733333333333331616e+00,2.224000000000000199e+00
5.766666666666665719e+00,1.581070000000000064e+01
5.799999999999999822e+00,3.479370000000000118e+01
5.833333333333332149e+00,4.811860000000000070e+01
5.866666666666664476e+00,4.432690000000000197e+01
5.900000000000000355e+00,2.773570000000000135e+01
5.933333333333334458e+00,8.756000000000000227e+00
5.966666666666665897e+00,0.000000000000000000e+00
6.000000000000000000e+00,3.210500000000000131e+00
6.033333333333332327e+00,1.100440000000000040e+01
6.066666666666664653e+00,1.512509999999999977e+01
6.099999999999999645e+00,1.342880000000000074e+01
6.133333333333334636e+00,6.950400000000000134e+00
6.166666666666665186e+00,2.593100000000000183e+00
6.200000000000000178e+00,0.000000000000000000e+00
6.233333333333331616e+00,0.000000000000000000e+00
6.266666666666665719e+00,0.000000000000000000e+00
6.299999999999999822e+00,9.791999999999999593e-01
6.333333333333332149e+00,4.434000000000000163e+00
6.366666666666664476e+00,1.099409999999999954e+01
6.400000000000000355e+00,1.555400000000000027e+01
6.433333333333334458e+00,1.376389999999999958e+01
